Time(s),Ch1(A),Ch2(V),Ch3(V)
1.539999999999999702e-02,-1.133232199999999912e+00,6.826699999999999782e-03,7.850589999999999305e-03
1.560000000000000275e-02,-1.133232199999999912e+00,6.826699999999999782e-03,2.116245999999999752e-02
1.579999999999999460e-02,-1.112752100000000022e+00,2.048010000000000108e-02,8.874579999999999969e-03
1.600000000000000033e-02,-1.112752100000000022e+00,1.365339999999999956e-02,7.509259999999999373e-03
1.620000000000000606e-02,-1.099098699999999873e+00,6.826699999999999782e-03,1.979713999999999779e-02
1.639999999999999791e-02,-1.092271999999999910e+00,1.365339999999999956e-02,1.774915999999999994e-02
1.660000000000000364e-02,-1.078618599999999983e+00,6.826699999999999782e-03,5.461279999999999780e-03
1.679999999999999549e-02,-1.078618599999999983e+00,1.365339999999999956e-02,0.000000000000000000e+00
1.700000000000000122e-02,-1.058138499999999871e+00,0.000000000000000000e+00,1.604250999999999941e-02
1.720000000000000695e-02,-1.058138499999999871e+00,6.826699999999999782e-03,1.501851999999999875e-02
1.739999999999999880e-02,-1.044485099999999944e+00,0.000000000000000000e+00,-1.023990000000000013e-03
1.760000000000000453e-02,-1.044485099999999944e+00,1.365339999999999956e-02,1.262921000000000009e-02
1.779999999999999638e-02,-1.030831700000000017e+00,0.000000000000000000e+00,-1.706649999999999877e-03
1.800000000000000211e-02,-1.030831700000000017e+00,6.826699999999999782e-03,-2.730639999999999890e-03
1.819999999999999396e-02,-1.010351599999999905e+00,-6.826699999999999782e-03,1.058122999999999876e-02
1.839999999999999969e-02,-1.010351599999999905e+00,0.000000000000000000e+00,-6.143939999999999645e-03
1.860000000000000542e-02,-9.966981999999999786e-01,0.000000000000000000e+00,6.826599999999999509e-03
1.879999999999999727e-02,-9.966981999999999786e-01,0.000000000000000000e+00,4.778619999999999916e-03
1.900000000000000300e-02,-9.830447999999999409e-01,-6.826699999999999782e-03,-7.167929999999999441e-03
1.919999999999999485e-02,-9.762180999999999775e-01,-6.826699999999999782e-03,-1.058122999999999876e-02
1.940000000000000058e-02,-9.625646999999999398e-01,0.000000000000000000e+00,4.778619999999999916e-03
1.960000000000000631e-02,-9.625646999999999398e-01,0.000000000000000000e+00,4.095960000000000052e-03
1.979999999999999816e-02,-9.420845999999999387e-01,-6.826699999999999782e-03,-1.126389000000000036e-02
