Time(s),Ch1(V),Ch2(A)
3.999999999999975797e-04,3.413299999999999668e-02,-3.754629999999999912e-01
4.200000000000037037e-04,3.413299999999999668e-02,-3.754629999999999912e-01
4.399999999999959499e-04,3.413299999999999668e-02,-3.754629999999999912e-01
4.600000000000020739e-04,0.000000000000000000e+00,-3.754629999999999912e-01
4.800000000000081979e-04,3.413299999999999668e-02,-3.413299999999999668e-01
5.000000000000004441e-04,3.413299999999999668e-02,-3.413299999999999668e-01
5.200000000000065681e-04,3.413299999999999668e-02,-3.413299999999999668e-01
5.399999999999988143e-04,3.413299999999999668e-02,-3.413299999999999668e-01
5.600000000000049383e-04,3.413299999999999668e-02,-3.413299999999999668e-01
5.799999999999971845e-04,3.413299999999999668e-02,-3.413299999999999668e-01
6.000000000000033085e-04,3.413299999999999668e-02,-3.071969999999999423e-01
6.200000000000094325e-04,3.413299999999999668e-02,-3.413299999999999668e-01
6.400000000000016787e-04,3.413299999999999668e-02,-3.071969999999999423e-01
6.600000000000078026e-04,3.413299999999999668e-02,-3.071969999999999423e-01
6.800000000000000488e-04,3.413299999999999668e-02,-3.071969999999999423e-01
7.000000000000061728e-04,3.413299999999999668e-02,-3.071969999999999423e-01
7.199999999999984190e-04,3.413299999999999668e-02,-3.071969999999999423e-01
7.400000000000045430e-04,3.413299999999999668e-02,-2.730639999999999734e-01
7.599999999999967892e-04,3.413299999999999668e-02,-2.730639999999999734e-01
7.800000000000029132e-04,3.413299999999999668e-02,-2.730639999999999734e-01
8.000000000000090372e-04,6.826599999999999335e-02,-2.730639999999999734e-01
8.200000000000012834e-04,3.413299999999999668e-02,-2.730639999999999734e-01
8.400000000000074074e-04,3.413299999999999668e-02,-2.730639999999999734e-01
8.599999999999996536e-04,3.413299999999999668e-02,-2.389309999999999767e-01
8.800000000000057776e-04,3.413299999999999668e-02,-2.389309999999999767e-01
8.999999999999980238e-04,3.413299999999999668e-02,-2.389309999999999767e-01
9.200000000000041478e-04,3.413299999999999668e-02,-2.389309999999999767e-01
9.399999999999963940e-04,3.413299999999999668e-02,-2.389309999999999767e-01
9.600000000000025180e-04,3.413299999999999668e-02,-2.389309999999999767e-01
9.800000000000086420e-04,3.413299999999999668e-02,-2.389309999999999767e-01
1.000000000000000888e-03,3.413299999999999668e-02,-2.047979999999999801e-01
1.020000000000007012e-03,3.413299999999999668e-02,-2.047979999999999801e-01
1.039999999999999258e-03,3.413299999999999668e-02,-2.047979999999999801e-01
1.060000000000005382e-03,3.413299999999999668e-02,-2.047979999999999801e-01
1.079999999999997629e-03,6.826599999999999335e-02,-2.047979999999999801e-01
