Time(s),Ch1(V),Ch2(A)
2.000000000000015654e-03,2.730639999999999734e-01,3.071969999999999423e-01
2.200000000000007505e-03,4.095959999999999601e-01,4.095959999999999601e-01
2.400000000000013234e-03,4.095959999999999601e-01,4.437289999999999290e-01
2.600000000000005085e-03,5.119949999999999779e-01,5.119949999999999779e-01
2.800000000000010814e-03,5.119949999999999779e-01,5.119949999999999779e-01
3.000000000000002665e-03,6.485269999999999646e-01,6.143939999999998847e-01
3.200000000000008393e-03,6.485269999999999646e-01,6.143939999999998847e-01
3.400000000000014122e-03,7.509259999999999824e-01,7.167929999999999024e-01
3.600000000000005973e-03,7.509259999999999824e-01,7.167929999999999024e-01
3.800000000000011702e-03,8.533249999999998892e-01,8.191919999999999202e-01
4.000000000000003553e-03,8.533249999999998892e-01,8.191919999999999202e-01
4.200000000000009281e-03,9.557239999999999069e-01,9.215909999999999380e-01
4.400000000000015010e-03,9.557239999999999069e-01,9.215909999999999380e-01
4.600000000000006861e-03,9.898569999999998759e-01,1.023989999999999956e+00
4.800000000000012590e-03,9.557239999999999069e-01,1.023989999999999956e+00
5.000000000000004441e-03,9.898569999999998759e-01,1.126388999999999863e+00
5.200000000000010170e-03,9.898569999999998759e-01,1.126388999999999863e+00
5.400000000000015898e-03,1.023989999999999956e+00,1.228787999999999769e+00
5.600000000000007749e-03,1.023989999999999956e+00,1.228787999999999769e+00
